Tanggal,ID Pelanggan,Keluhan,Kontak,Segmentasi_Wilayah,Produk_Terkait,Status_Keluhan,Agen,Waktu_Penyelesaian,Saluran,Waktu_Respon,Persentase_Penyelesaian,ID_Feedback,Tanggal_Feedback,Rating_CSAT,NPS_Score,Komentar
2023/02/14 00:00:00,1686,Layanan pelanggan buruk,customer@example.com,Jakarta,alat makeup,Belum Ditangani,Agen 4,4,Email,2,0.860580624,450,10/17/2024,1,2,negatif
2023/02/15 00:00:00,7697,Kurir tidak ramah,customer@example.com,Surabaya,skincare,Belum Ditangani,Agen 2,8,Media Sosial,5,0.868106397,451,9/29/2024,1,1,negatif
2023/02/15 00:00:00,6447,Salah kirim barang,customer@example.com,Gorontalo,makeup,Belum Ditangani,Agen 4,5,Media Sosial,4,0.970671358,452,10/21/2024,5,9,positif
2023/02/15 00:00:00,1255,Pembayaran bermasalah,customer@example.com,Makassar,bodycare,Selesai,Agen 2,5,Chatbot,4,0.829524284,453,9/28/2024,2,2,negatif
2023/02/15 00:00:00,1859,Kurir tidak ramah,customer@example.com,Gorontalo,haircare,Selesai,Agen 2,10,WhatsApp,3,0.818238702,454,9/28/2024,5,10,positif
2023/02/15 00:00:00,2612,Komunikasi tidak jelas,customer@example.com,Medan,alat makeup,Proses,Agen 2,3,Chatbot,3,0.957253993,455,10/1/2024,4,7,positif
2023/02/15 00:00:00,6205,Pembayaran bermasalah,customer@example.com,Jakarta,skincare,Belum Ditangani,Agen 2,3,WhatsApp,2,0.941166092,456,10/13/2024,2,2,negatif
2023/02/15 00:00:00,8289,Layanan pelanggan buruk,customer@example.com,Semarang,makeup,Proses,Agen 2,8,Media Sosial,4,0.923256476,457,10/11/2024,4,8,positif
2023/02/15 00:00:00,6804,Harga tidak sesuai promosi,customer@example.com,Jakarta,bodycare,Belum Ditangani,Agen 4,3,WhatsApp,4,0.808482726,458,10/5/2024,2,1,negatif
2023/02/15 00:00:00,6573,Pengemasan buruk,customer@example.com,Padang,haircare,Selesai,Agen 5,10,Chatbot,4,0.864219282,459,10/14/2024,4,8,positif
2023/02/15 00:00:00,7367,Pengemasan buruk,customer@example.com,Gorontalo,alat makeup,Selesai,Agen 1,2,Media Sosial,4,0.90304677,460,10/13/2024,3,3,positif
2023/02/16 00:00:00,1243,Pembayaran bermasalah,customer@example.com,Semarang,skincare,Selesai,Agen 1,7,Media Sosial,4,0.954517114,461,10/18/2024,5,10,positif
2023/02/16 00:00:00,1710,Kurir tidak ramah,customer@example.com,Gorontalo,makeup,Selesai,Agen 5,8,Email,1,0.949806058,462,10/9/2024,4,7,positif
2023/02/16 00:00:00,4671,Pengemasan buruk,customer@example.com,Medan,bodycare,Proses,Agen 5,4,Chatbot,1,0.967269534,463,10/22/2024,1,1,negatif
2023/02/16 00:00:00,3751,Layanan pelanggan buruk,customer@example.com,Bandung,haircare,Selesai,Agen 4,8,WhatsApp,4,0.802604796,464,10/16/2024,4,7,positif
2023/02/16 00:00:00,2952,Harga tidak sesuai promosi,customer@example.com,Padang,alat makeup,Belum Ditangani,Agen 1,10,Chatbot,4,0.831931655,465,10/22/2024,1,1,negatif
2023/02/16 00:00:00,5577,Kurir tidak ramah,customer@example.com,Jakarta,skincare,Selesai,Agen 3,6,Chatbot,4,0.814584401,466,10/13/2024,3,5,positif
2023/02/16 00:00:00,3578,Komunikasi tidak jelas,customer@example.com,Padang,makeup,Belum Ditangani,Agen 2,6,WhatsApp,1,0.886604847,467,10/2/2024,4,8,positif
2023/02/16 00:00:00,1227,Produk tidak sesuai,customer@example.com,Surabaya,bodycare,Proses,Agen 4,3,Media Sosial,5,0.806990603,468,10/24/2024,1,1,negatif
2023/02/16 00:00:00,6665,Produk rusak,customer@example.com,Bandung,haircare,Proses,Agen 4,6,Email,5,0.859672153,469,10/23/2024,1,1,negatif
2023/02/16 00:00:00,9501,Pengiriman lambat,customer@example.com,Bandung,alat makeup,Selesai,Agen 5,1,WhatsApp,1,0.987042047,470,9/28/2024,4,7,positif
2023/02/17 00:00:00,5926,Komunikasi tidak jelas,customer@example.com,Bandung,skincare,Proses,Agen 3,1,Email,4,0.89592993,471,9/30/2024,3,5,positif
2023/02/17 00:00:00,9856,Produk tidak sesuai,customer@example.com,Bandung,makeup,Belum Ditangani,Agen 1,10,Media Sosial,1,0.899176996,472,10/1/2024,2,1,negatif
2023/02/17 00:00:00,8908,Salah kirim barang,customer@example.com,Balikpapan,bodycare,Belum Ditangani,Agen 2,10,Email,5,0.900325592,473,10/24/2024,4,8,positif
2023/02/17 00:00:00,9870,Pengiriman lambat,customer@example.com,Medan,haircare,Proses,Agen 1,6,WhatsApp,1,0.846262591,474,10/7/2024,1,1,negatif
2023/02/17 00:00:00,5894,Pengemasan buruk,customer@example.com,Bandung,alat makeup,Selesai,Agen 1,8,Chatbot,3,0.886534527,475,10/25/2024,5,9,positif
2023/02/17 00:00:00,9797,Pengiriman lambat,customer@example.com,Padang,skincare,Selesai,Agen 2,2,Email,5,0.909621585,476,10/23/2024,5,10,positif
2023/02/17 00:00:00,4650,Komunikasi tidak jelas,customer@example.com,Semarang,makeup,Proses,Agen 5,2,Chatbot,5,0.904608339,477,10/11/2024,4,7,positif
2023/02/17 00:00:00,1238,Kurir tidak ramah,customer@example.com,Balikpapan,bodycare,Proses,Agen 2,5,Media Sosial,5,0.950050351,478,10/4/2024,1,2,negatif
2023/02/17 00:00:00,5614,Produk tidak sesuai,customer@example.com,Jakarta,haircare,Belum Ditangani,Agen 1,5,Email,5,0.908606692,479,10/6/2024,1,1,negatif
2023/02/17 00:00:00,7056,Produk tidak sesuai,customer@example.com,Medan,alat makeup,Selesai,Agen 2,1,Email,1,0.919093018,480,9/29/2024,5,10,positif
2023/02/18 00:00:00,2792,Produk rusak,customer@example.com,Makassar,skincare,Belum Ditangani,Agen 2,1,Media Sosial,2,0.974254819,481,10/20/2024,3,3,positif
2023/02/18 00:00:00,8556,Layanan pelanggan buruk,customer@example.com,Semarang,makeup,Selesai,Agen 5,4,Email,4,0.831580976,482,10/3/2024,5,9,positif
2023/02/18 00:00:00,8788,Kurir tidak ramah,customer@example.com,Semarang,bodycare,Selesai,Agen 1,8,WhatsApp,4,0.903352779,483,10/18/2024,2,2,negatif
2023/02/18 00:00:00,6380,Pengemasan buruk,customer@example.com,Makassar,haircare,Proses,Agen 2,8,Email,4,0.872312611,484,9/27/2024,3,5,positif
2023/02/18 00:00:00,8640,Produk tidak sesuai,customer@example.com,Medan,alat makeup,Selesai,Agen 1,9,Media Sosial,1,0.870281647,485,10/23/2024,2,1,negatif
2023/02/18 00:00:00,3878,Pengemasan buruk,customer@example.com,Gorontalo,skincare,Proses,Agen 3,7,Email,5,0.823611132,486,10/17/2024,4,8,positif
2023/02/18 00:00:00,9375,Pembayaran bermasalah,customer@example.com,Surabaya,makeup,Belum Ditangani,Agen 1,1,Email,4,0.92597037,487,9/29/2024,4,7,positif
2023/02/18 00:00:00,8594,Komunikasi tidak jelas,customer@example.com,Balikpapan,bodycare,Proses,Agen 4,2,WhatsApp,1,0.8840944,488,10/3/2024,5,10,positif
2023/02/18 00:00:00,5642,Komunikasi tidak jelas,customer@example.com,Balikpapan,haircare,Selesai,Agen 3,10,Media Sosial,4,0.88293957,489,10/2/2024,3,4,positif
2023/02/18 00:00:00,7144,Produk rusak,customer@example.com,Balikpapan,alat makeup,Proses,Agen 4,7,Chatbot,2,0.932659947,490,10/2/2024,1,1,negatif
2023/02/19 00:00:00,1752,Produk rusak,customer@example.com,Padang,skincare,Selesai,Agen 5,1,Chatbot,3,0.938549048,491,10/7/2024,1,2,negatif
2023/02/19 00:00:00,9977,Produk tidak sesuai,customer@example.com,Jakarta,makeup,Belum Ditangani,Agen 2,7,Chatbot,3,0.989651728,492,10/8/2024,3,4,positif
2023/02/19 00:00:00,3888,Pengemasan buruk,customer@example.com,Medan,bodycare,Belum Ditangani,Agen 5,5,Media Sosial,3,0.978079022,493,10/8/2024,4,8,positif
2023/02/19 00:00:00,3215,Komunikasi tidak jelas,customer@example.com,Balikpapan,haircare,Proses,Agen 4,9,WhatsApp,2,0.948710765,494,10/19/2024,2,1,negatif
2023/02/19 00:00:00,8572,Pengemasan buruk,customer@example.com,Makassar,alat makeup,Selesai,Agen 2,1,WhatsApp,5,0.836745196,495,10/7/2024,5,10,positif
2023/02/19 00:00:00,2274,Harga tidak sesuai promosi,customer@example.com,Gorontalo,skincare,Proses,Agen 5,8,Email,3,0.835202496,496,9/26/2024,3,5,positif
2023/02/19 00:00:00,9883,Komunikasi tidak jelas,customer@example.com,Semarang,makeup,Proses,Agen 4,1,WhatsApp,3,0.958782295,497,10/21/2024,4,8,positif
2023/02/19 00:00:00,3209,Komunikasi tidak jelas,customer@example.com,Surabaya,bodycare,Belum Ditangani,Agen 4,4,Media Sosial,4,0.951653393,498,10/13/2024,5,10,positif
2023/02/19 00:00:00,7134,Pengemasan buruk,customer@example.com,Padang,haircare,Belum Ditangani,Agen 5,4,Chatbot,4,0.816799498,499,10/6/2024,2,1,negatif
2023/02/19 00:00:00,8851,Produk tidak sesuai,customer@example.com,Padang,alat makeup,Selesai,Agen 1,1,Email,2,0.997381319,500,10/4/2024,2,1,negatif
2023/02/20 00:00:00,7810,Produk tidak sesuai,customer@example.com,Gorontalo,skincare,Selesai,Agen 1,1,Chatbot,1,0.803297047,501,10/18/2024,4,8,positif
2023/02/20 00:00:00,7570,Produk rusak,customer@example.com,Makassar,makeup,Proses,Agen 1,5,Email,5,0.987859191,502,10/12/2024,5,9,positif
2023/02/20 00:00:00,7161,Komunikasi tidak jelas,customer@example.com,Medan,bodycare,Belum Ditangani,Agen 3,2,Email,3,0.993209242,503,10/19/2024,4,8,positif
2023/02/20 00:00:00,6929,Harga tidak sesuai promosi,customer@example.com,Makassar,haircare,Selesai,Agen 5,5,Email,2,0.892910231,504,10/16/2024,3,5,positif
2023/02/20 00:00:00,3149,Pengemasan buruk,customer@example.com,Padang,alat makeup,Belum Ditangani,Agen 2,2,Email,4,0.825472463,505,10/20/2024,5,10,positif
2023/02/20 00:00:00,5984,Komunikasi tidak jelas,customer@example.com,Padang,skincare,Proses,Agen 5,8,Media Sosial,2,0.941226288,506,10/19/2024,5,9,positif
2023/02/20 00:00:00,2874,Layanan pelanggan buruk,customer@example.com,Semarang,makeup,Proses,Agen 5,10,Email,5,0.965534734,507,10/24/2024,1,2,negatif
2023/02/20 00:00:00,4977,Layanan pelanggan buruk,customer@example.com,Makassar,bodycare,Selesai,Agen 2,3,Chatbot,5,0.874731448,508,9/29/2024,4,8,positif
2023/02/20 00:00:00,5797,Layanan pelanggan buruk,customer@example.com,Jakarta,haircare,Belum Ditangani,Agen 2,5,Email,2,0.80921816,509,10/13/2024,2,1,negatif
2023/02/20 00:00:00,7213,Pengemasan buruk,customer@example.com,Bandung,alat makeup,Proses,Agen 5,2,Media Sosial,1,0.944358816,510,10/7/2024,4,8,positif
2023/02/21 00:00:00,5128,Kurir tidak ramah,customer@example.com,Bandung,skincare,Belum Ditangani,Agen 1,5,Media Sosial,3,0.860151433,511,9/29/2024,2,2,negatif
2023/02/21 00:00:00,5449,Layanan pelanggan buruk,customer@example.com,Gorontalo,makeup,Belum Ditangani,Agen 2,3,Media Sosial,3,0.985140795,512,10/22/2024,1,2,negatif
2023/02/21 00:00:00,8853,Layanan pelanggan buruk,customer@example.com,Semarang,bodycare,Selesai,Agen 2,6,Chatbot,4,0.853173721,513,9/29/2024,1,1,negatif
2023/02/21 00:00:00,6694,Layanan pelanggan buruk,customer@example.com,Makassar,haircare,Belum Ditangani,Agen 4,10,Chatbot,1,0.974746943,514,10/11/2024,5,9,positif
2023/02/21 00:00:00,6824,Pembayaran bermasalah,customer@example.com,Semarang,alat makeup,Proses,Agen 2,1,Chatbot,4,0.90949091,515,10/9/2024,1,1,negatif
2023/02/21 00:00:00,2821,Pengiriman lambat,customer@example.com,Surabaya,skincare,Selesai,Agen 2,4,Chatbot,3,0.961388073,516,10/19/2024,5,9,positif
2023/02/21 00:00:00,7595,Produk tidak sesuai,customer@example.com,Surabaya,makeup,Selesai,Agen 3,5,Email,5,0.845275876,517,10/5/2024,3,4,positif
2023/02/21 00:00:00,7681,Pembayaran bermasalah,customer@example.com,Surabaya,bodycare,Belum Ditangani,Agen 5,7,Media Sosial,2,0.926927305,518,9/29/2024,3,4,positif
2023/02/21 00:00:00,9821,Salah kirim barang,customer@example.com,Makassar,haircare,Selesai,Agen 4,9,Chatbot,3,0.882811409,519,10/11/2024,2,2,negatif
2023/02/21 00:00:00,4243,Harga tidak sesuai promosi,customer@example.com,Medan,alat makeup,Belum Ditangani,Agen 3,2,Media Sosial,4,0.973358109,520,10/21/2024,5,9,positif
2023/02/22 00:00:00,5207,Pembayaran bermasalah,customer@example.com,Padang,skincare,Proses,Agen 5,7,WhatsApp,5,0.816932243,521,10/16/2024,2,2,negatif
2023/02/22 00:00:00,7354,Harga tidak sesuai promosi,customer@example.com,Bandung,makeup,Belum Ditangani,Agen 1,2,WhatsApp,2,0.994738581,522,10/1/2024,3,5,positif
2023/02/22 00:00:00,3421,Produk tidak sesuai,customer@example.com,Balikpapan,bodycare,Selesai,Agen 4,6,Chatbot,5,0.820133567,523,10/19/2024,1,1,negatif
2023/02/22 00:00:00,8593,Produk tidak sesuai,customer@example.com,Surabaya,haircare,Belum Ditangani,Agen 2,9,WhatsApp,4,0.86945242,524,9/26/2024,2,1,negatif
2023/02/22 00:00:00,8893,Produk tidak sesuai,customer@example.com,Padang,alat makeup,Belum Ditangani,Agen 1,5,Media Sosial,4,0.934016497,525,10/1/2024,4,7,positif
2023/02/22 00:00:00,5850,Salah kirim barang,customer@example.com,Padang,skincare,Proses,Agen 3,5,Chatbot,1,0.855014263,526,10/6/2024,2,1,negatif
2023/02/22 00:00:00,1526,Harga tidak sesuai promosi,customer@example.com,Makassar,makeup,Proses,Agen 4,7,Email,5,0.952311971,527,9/27/2024,1,1,negatif
2023/02/22 00:00:00,2375,Komunikasi tidak jelas,customer@example.com,Semarang,bodycare,Proses,Agen 4,6,WhatsApp,5,0.921743835,528,10/9/2024,2,1,negatif
2023/02/22 00:00:00,1653,Layanan pelanggan buruk,customer@example.com,Gorontalo,haircare,Proses,Agen 2,3,Media Sosial,2,0.807633201,529,10/18/2024,2,2,negatif
2023/02/22 00:00:00,2162,Harga tidak sesuai promosi,customer@example.com,Medan,alat makeup,Proses,Agen 2,5,Media Sosial,3,0.950891968,530,10/24/2024,2,1,negatif
2023/02/23 00:00:00,4008,Layanan pelanggan buruk,customer@example.com,Bandung,skincare,Selesai,Agen 4,6,WhatsApp,5,0.857248686,531,10/17/2024,2,1,negatif
2023/02/23 00:00:00,1950,Salah kirim barang,customer@example.com,Balikpapan,makeup,Selesai,Agen 3,2,Chatbot,4,0.90397832,532,10/14/2024,2,2,negatif
2023/02/23 00:00:00,2262,Produk rusak,customer@example.com,Medan,bodycare,Proses,Agen 5,6,Media Sosial,2,0.821532086,533,10/25/2024,4,8,positif
2023/02/23 00:00:00,4777,Pembayaran bermasalah,customer@example.com,Semarang,haircare,Belum Ditangani,Agen 2,4,Media Sosial,5,0.965765722,534,9/28/2024,4,7,positif
2023/02/23 00:00:00,8837,Pengiriman lambat,customer@example.com,Semarang,alat makeup,Selesai,Agen 3,6,WhatsApp,2,0.91461651,535,9/27/2024,5,10,positif
2023/02/23 00:00:00,4306,Kurir tidak ramah,customer@example.com,Gorontalo,skincare,Proses,Agen 1,8,WhatsApp,2,0.86326031,536,9/29/2024,1,1,negatif
2023/02/23 00:00:00,3952,Pengemasan buruk,customer@example.com,Bandung,makeup,Selesai,Agen 2,1,Email,4,0.829235607,537,10/7/2024,4,7,positif
2023/02/23 00:00:00,6702,Produk tidak sesuai,customer@example.com,Balikpapan,bodycare,Proses,Agen 1,5,Email,4,0.875113524,538,10/19/2024,2,2,negatif
2023/02/23 00:00:00,3458,Pembayaran bermasalah,customer@example.com,Gorontalo,haircare,Belum Ditangani,Agen 4,9,WhatsApp,4,0.915853934,539,10/14/2024,2,1,negatif
2023/02/23 00:00:00,5085,Produk rusak,customer@example.com,Jakarta,alat makeup,Proses,Agen 4,9,Email,3,0.963624796,540,10/6/2024,4,7,positif
2023/02/24 00:00:00,3395,Kurir tidak ramah,customer@example.com,Bandung,skincare,Selesai,Agen 1,7,WhatsApp,5,0.963888296,541,10/16/2024,5,9,positif
2023/02/24 00:00:00,1841,Komunikasi tidak jelas,customer@example.com,Balikpapan,makeup,Selesai,Agen 1,5,Email,4,0.827051213,542,10/21/2024,4,8,positif
2023/02/24 00:00:00,7318,Pengiriman lambat,customer@example.com,Semarang,bodycare,Selesai,Agen 2,1,WhatsApp,3,0.850263745,543,10/22/2024,2,1,negatif
2023/02/24 00:00:00,6285,Layanan pelanggan buruk,customer@example.com,Gorontalo,haircare,Belum Ditangani,Agen 1,6,Chatbot,1,0.82055974,544,10/5/2024,2,2,negatif
2023/02/24 00:00:00,9621,Produk rusak,customer@example.com,Surabaya,alat makeup,Selesai,Agen 5,10,Chatbot,5,0.987209737,545,10/15/2024,4,7,positif
2023/02/24 00:00:00,5760,Harga tidak sesuai promosi,customer@example.com,Surabaya,skincare,Proses,Agen 2,1,Chatbot,5,0.971504593,546,10/4/2024,4,8,positif
2023/02/24 00:00:00,6267,Harga tidak sesuai promosi,customer@example.com,Makassar,makeup,Belum Ditangani,Agen 4,10,Chatbot,3,0.871475759,547,9/26/2024,4,7,positif
2023/02/24 00:00:00,9660,Pembayaran bermasalah,customer@example.com,Medan,bodycare,Belum Ditangani,Agen 4,7,Chatbot,3,0.90666877,548,10/10/2024,4,8,positif
2023/02/24 00:00:00,1573,Harga tidak sesuai promosi,customer@example.com,Bandung,haircare,Selesai,Agen 5,7,Chatbot,4,0.813682834,549,10/3/2024,1,1,negatif
2023/02/24 00:00:00,8187,Komunikasi tidak jelas,customer@example.com,Gorontalo,alat makeup,Belum Ditangani,Agen 2,8,Chatbot,2,0.986413341,550,9/26/2024,5,9,positif
2023/02/25 00:00:00,7162,Salah kirim barang,customer@example.com,Makassar,skincare,Proses,Agen 2,4,Media Sosial,4,0.81058069,551,10/17/2024,2,1,negatif
2023/02/25 00:00:00,3316,Pembayaran bermasalah,customer@example.com,Balikpapan,makeup,Proses,Agen 5,3,WhatsApp,4,0.856544527,552,10/17/2024,2,1,negatif
2023/02/25 00:00:00,5028,Pembayaran bermasalah,customer@example.com,Surabaya,bodycare,Selesai,Agen 5,2,WhatsApp,4,0.9203529,553,10/22/2024,3,3,positif
2023/02/25 00:00:00,4969,Produk rusak,customer@example.com,Gorontalo,haircare,Proses,Agen 3,10,WhatsApp,1,0.873315521,554,10/8/2024,3,3,positif
2023/02/25 00:00:00,5408,Harga tidak sesuai promosi,customer@example.com,Jakarta,alat makeup,Proses,Agen 5,8,Email,1,0.941347032,555,9/28/2024,3,5,positif
2023/02/25 00:00:00,9603,Pengiriman lambat,customer@example.com,Balikpapan,skincare,Selesai,Agen 2,4,Media Sosial,4,0.928905248,556,9/26/2024,5,9,positif
2023/02/25 00:00:00,2000,Komunikasi tidak jelas,customer@example.com,Bandung,makeup,Proses,Agen 1,9,WhatsApp,1,0.879284115,557,10/7/2024,5,10,positif
2023/02/25 00:00:00,8663,Produk tidak sesuai,customer@example.com,Medan,bodycare,Belum Ditangani,Agen 4,8,Chatbot,4,0.930846065,558,9/30/2024,5,9,positif
2023/02/25 00:00:00,2521,Produk tidak sesuai,customer@example.com,Medan,haircare,Selesai,Agen 4,1,Email,2,0.942406526,559,10/22/2024,1,1,negatif
2023/02/25 00:00:00,7570,Pengemasan buruk,customer@example.com,Gorontalo,alat makeup,Belum Ditangani,Agen 4,3,Media Sosial,4,0.901503505,560,10/22/2024,5,9,positif
2023/02/26 00:00:00,6493,Harga tidak sesuai promosi,customer@example.com,Balikpapan,skincare,Selesai,Agen 4,6,WhatsApp,2,0.937336922,561,10/9/2024,4,8,positif
2023/02/26 00:00:00,6135,Harga tidak sesuai promosi,customer@example.com,Medan,makeup,Proses,Agen 1,7,Chatbot,1,0.993696842,562,10/22/2024,3,3,positif
2023/02/26 00:00:00,5299,Produk tidak sesuai,customer@example.com,Balikpapan,bodycare,Belum Ditangani,Agen 4,1,Chatbot,4,0.830941446,563,10/12/2024,4,8,positif
2023/02/26 00:00:00,5385,Produk tidak sesuai,customer@example.com,Bandung,haircare,Belum Ditangani,Agen 1,8,Email,4,0.966029842,564,10/22/2024,5,10,positif
2023/02/26 00:00:00,2144,Harga tidak sesuai promosi,customer@example.com,Padang,alat makeup,Proses,Agen 4,2,Media Sosial,4,0.841157668,565,10/9/2024,2,2,negatif
2023/02/26 00:00:00,8428,Produk rusak,customer@example.com,Medan,skincare,Selesai,Agen 4,2,Email,3,0.823326517,566,10/2/2024,3,5,positif
2023/02/26 00:00:00,1223,Produk tidak sesuai,customer@example.com,Makassar,makeup,Proses,Agen 5,7,Chatbot,5,0.997340812,567,10/25/2024,4,8,positif
2023/02/26 00:00:00,9166,Komunikasi tidak jelas,customer@example.com,Balikpapan,bodycare,Proses,Agen 3,8,Chatbot,3,0.810330111,568,10/16/2024,4,8,positif
2023/02/26 00:00:00,4758,Pengemasan buruk,customer@example.com,Padang,haircare,Selesai,Agen 3,6,Email,1,0.851573552,569,10/8/2024,3,5,positif
2023/02/26 00:00:00,7782,Pembayaran bermasalah,customer@example.com,Padang,alat makeup,Belum Ditangani,Agen 2,4,WhatsApp,2,0.938526251,570,10/9/2024,4,7,positif
2023/02/27 00:00:00,2735,Pengemasan buruk,customer@example.com,Medan,skincare,Belum Ditangani,Agen 2,5,WhatsApp,5,0.924912067,571,10/9/2024,4,7,positif
2023/02/27 00:00:00,2312,Produk rusak,customer@example.com,Padang,makeup,Proses,Agen 4,6,Email,3,0.851411436,572,10/3/2024,5,9,positif
2023/02/27 00:00:00,2958,Layanan pelanggan buruk,customer@example.com,Semarang,bodycare,Selesai,Agen 2,9,Media Sosial,2,0.804312673,573,10/4/2024,1,2,negatif
2023/02/27 00:00:00,7679,Pengemasan buruk,customer@example.com,Padang,haircare,Belum Ditangani,Agen 4,8,Email,3,0.937641912,574,10/1/2024,2,2,negatif
2023/02/27 00:00:00,6658,Pembayaran bermasalah,customer@example.com,Gorontalo,alat makeup,Proses,Agen 2,8,Media Sosial,4,0.919309499,575,9/30/2024,2,1,negatif
2023/02/27 00:00:00,6400,Pengemasan buruk,customer@example.com,Makassar,skincare,Selesai,Agen 4,4,Chatbot,5,0.999923966,576,10/14/2024,3,5,positif
2023/02/27 00:00:00,6821,Salah kirim barang,customer@example.com,Surabaya,makeup,Proses,Agen 5,9,Email,4,0.882210374,577,10/22/2024,3,4,positif
2023/02/27 00:00:00,8110,Produk rusak,customer@example.com,Balikpapan,bodycare,Belum Ditangani,Agen 5,1,Media Sosial,5,0.907722619,578,9/27/2024,4,7,positif
2023/02/27 00:00:00,5610,Produk tidak sesuai,customer@example.com,Jakarta,haircare,Proses,Agen 5,4,Email,1,0.906997759,579,10/19/2024,1,1,negatif
2023/02/27 00:00:00,1363,Salah kirim barang,customer@example.com,Gorontalo,alat makeup,Proses,Agen 5,5,Email,3,0.845343127,580,10/17/2024,2,2,negatif
2023/02/28 00:00:00,4923,Komunikasi tidak jelas,customer@example.com,Gorontalo,skincare,Selesai,Agen 1,4,WhatsApp,4,0.873178963,581,9/30/2024,2,1,negatif
2023/02/28 00:00:00,9324,Salah kirim barang,customer@example.com,Jakarta,makeup,Selesai,Agen 3,6,Chatbot,5,0.869116278,582,9/30/2024,4,8,positif
2023/02/28 00:00:00,9453,Kurir tidak ramah,customer@example.com,Makassar,bodycare,Belum Ditangani,Agen 3,5,Chatbot,2,0.821096956,583,9/28/2024,1,2,negatif
2023/02/28 00:00:00,6238,Salah kirim barang,customer@example.com,Surabaya,haircare,Belum Ditangani,Agen 2,1,Email,2,0.926129382,584,10/18/2024,3,4,positif
2023/02/28 00:00:00,3843,Salah kirim barang,customer@example.com,Jakarta,alat makeup,Belum Ditangani,Agen 4,3,Email,5,0.985076571,585,10/12/2024,3,4,positif
2023/02/28 00:00:00,6706,Pengiriman lambat,customer@example.com,Semarang,skincare,Selesai,Agen 5,1,Chatbot,4,0.936298996,586,10/4/2024,3,3,positif
2023/02/28 00:00:00,7464,Harga tidak sesuai promosi,customer@example.com,Makassar,makeup,Belum Ditangani,Agen 2,2,Media Sosial,4,0.96466102,587,10/4/2024,5,9,positif
2023/02/28 00:00:00,1770,Produk tidak sesuai,customer@example.com,Gorontalo,bodycare,Selesai,Agen 2,8,Chatbot,5,0.980812527,588,10/6/2024,3,3,positif
2023/02/28 00:00:00,8799,Produk tidak sesuai,customer@example.com,Balikpapan,haircare,Belum Ditangani,Agen 5,9,Chatbot,5,0.905467847,589,10/24/2024,2,1,negatif
2023/02/28 00:00:00,6786,Layanan pelanggan buruk,customer@example.com,Semarang,alat makeup,Belum Ditangani,Agen 1,10,Email,3,0.988128042,590,10/22/2024,4,8,positif
2023/03/01 00:00:00,1492,Kurir tidak ramah,customer@example.com,Jakarta,skincare,Selesai,Agen 4,2,Media Sosial,4,0.935826987,591,10/21/2024,4,7,positif
2023/03/01 00:00:00,2892,Harga tidak sesuai promosi,customer@example.com,Padang,makeup,Proses,Agen 1,1,Media Sosial,4,0.836991555,592,10/20/2024,1,1,negatif
2023/03/01 00:00:00,8198,Pengiriman lambat,customer@example.com,Jakarta,bodycare,Selesai,Agen 4,2,Media Sosial,1,0.933148021,593,9/29/2024,4,7,positif
2023/03/01 00:00:00,7601,Pembayaran bermasalah,customer@example.com,Balikpapan,haircare,Belum Ditangani,Agen 2,9,Email,3,0.943697074,594,10/13/2024,3,5,positif
2023/03/01 00:00:00,9835,Pengiriman lambat,customer@example.com,Makassar,alat makeup,Belum Ditangani,Agen 2,4,WhatsApp,3,0.913639031,595,10/25/2024,2,1,negatif
2023/03/01 00:00:00,2785,Kurir tidak ramah,customer@example.com,Padang,skincare,Belum Ditangani,Agen 4,6,Email,5,0.911889529,596,10/18/2024,1,2,negatif
2023/03/01 00:00:00,4427,Kurir tidak ramah,customer@example.com,Balikpapan,makeup,Proses,Agen 3,8,WhatsApp,4,0.91022481,597,10/11/2024,5,9,positif
2023/03/01 00:00:00,6193,Produk tidak sesuai,customer@example.com,Medan,bodycare,Selesai,Agen 2,2,Email,1,0.936659515,598,10/17/2024,2,2,negatif
2023/03/01 00:00:00,2472,Pengiriman lambat,customer@example.com,Surabaya,haircare,Proses,Agen 5,6,Media Sosial,5,0.988169749,599,10/12/2024,2,1,negatif
2023/03/01 00:00:00,8238,Layanan pelanggan buruk,customer@example.com,Bandung,alat makeup,Belum Ditangani,Agen 4,7,WhatsApp,2,0.999320207,600,10/24/2024,2,1,negatif
2023/03/02 00:00:00,1392,Layanan pelanggan buruk,customer@example.com,Balikpapan,skincare,Belum Ditangani,Agen 2,8,Media Sosial,3,0.88873861,601,9/26/2024,5,9,positif
2023/03/02 00:00:00,7128,Kurir tidak ramah,customer@example.com,Makassar,makeup,Selesai,Agen 4,7,Email,1,0.817568076,602,10/9/2024,2,1,negatif
2023/03/02 00:00:00,1909,Pembayaran bermasalah,customer@example.com,Jakarta,bodycare,Belum Ditangani,Agen 1,9,WhatsApp,5,0.830120349,603,10/8/2024,3,4,positif
2023/03/02 00:00:00,5389,Salah kirim barang,customer@example.com,Balikpapan,haircare,Selesai,Agen 2,3,Email,4,0.992770496,604,10/4/2024,4,8,positif
2023/03/02 00:00:00,5466,Pembayaran bermasalah,customer@example.com,Semarang,alat makeup,Selesai,Agen 1,5,WhatsApp,4,0.918912763,605,10/21/2024,3,5,positif
